track_id,album_id,artist_id,track,artist,album_name,played_at,album_date,album_pic,duration_ms,genres
4K3cElW740S6w5wbjBjRbt,59eHxfqvwJyXhJGGtORaHv,4lianjyuR1tqf6oUX8kjrZ,Up Patriots To Arms - Remastered 2008,Franco Battiato,Patriots (2008 Remastered Edition),2026-05-02T10:29:39,1980,https://i.scdn.co/image/ab67616d00001e02d1e5321a2830ec6db93a26cb,305266,Italian Singer-songwriter/Singer-songwriter
2N5cnwXiT5AYNPsKW1BOXC,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Euphoria,NEU!,NEU!,2026-05-03T15:44:50,2010-05-07,https://i.scdn.co/image/ab67616d00001e023ed258c50794a90b4ca6c092,237666,Krautrock/Proto-punk/Space Rock/Art Rock/Avant-garde
4efrN6ImDeUjgtebkmLMba,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Paradise Walk,NEU!,NEU!,2026-05-03T15:40:50,2010-05-07,https://i.scdn.co/image/ab67616d00001e023ed258c50794a90b4ca6c092,311306,Krautrock/Proto-punk/Space Rock/Art Rock/Avant-garde
6mRr2nzDX9kgTuGWgMn8P2,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Wave Mother,NEU!,NEU!,2026-05-03T15:35:51,2010-05-07,https://i.scdn.co/image/ab67616d00001e023ed258c50794a90b4ca6c092,292786,Krautrock/Proto-punk/Space Rock/Art Rock/Avant-garde
2Bsp8gAjwlGmYhRueRGLHu,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Elanoizan,NEU!,NEU!,2026-05-03T15:30:50,2010-05-07,https://i.scdn.co/image/ab67616d00001e023ed258c50794a90b4ca6c092,151466,Krautrock/Proto-punk/Space Rock/Art Rock/Avant-garde
1qkp9OvCk8FjeDdEd2bKQ6,7M2EhhKnJYcmluPNzmB35N,4P70aqttdpJ9vuYFDmf7f6,Alpha,Vangelis,Albedo 0.39,2026-05-03T14:32:39,1976,https://i.scdn.co/image/ab67616d00001e02c867681ddaff9580f6d2b81b,344293,New Age
0lUBWPZWiGQEKNzayTCpxT,4RD4REp6RE2kVZ96Uf1TgB,4lianjyuR1tqf6oUX8kjrZ,Sequenze E Frequenze - Live 1988 / Remastered 2020,Franco Battiato,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),2026-05-03T10:35:26,1989,https://i.scdn.co/image/ab67616d00001e02554a20c25a51b6d57c2d489d,425120,Italian Singer-songwriter/Singer-songwriter
6eUnY12Nd9TVWlbBnFQRCw,6wI2sLcBmYzYQd9LFfkbhy,2CqEOngQOOMstJupNn6Hmf,Hallogallo,NEU!,NEU!,2026-05-03T10:35:26,1972-03-01,https://i.scdn.co/image/ab67616d00001e02e218e5bb293414382e04d84c,607426,Krautrock/Proto-punk/Space Rock/Art Rock/Avant-garde
62Fwn4Ym39BlytL3KNBMAI,2W0juo4ye4hI0mXRqtZldr,4lianjyuR1tqf6oUX8kjrZ,The Age Of Ermafrodites,Franco Battiato,Campi Magnetici - I Numeri Non Si Possono Amare,2026-05-03T10:35:25,2000-06-09,https://i.scdn.co/image/ab67616d00001e020e1b1b8c0662b89e939ce9cc,389320,Italian Singer-songwriter/Singer-songwriter
7JYDQK92DhsXpynZ2kkXfs,36EzzM52hSYnWYwsdrWPGG,6o2PxnpsrQ352kwYlEwjvR,La Mela Di Odessa,Area,Crac!,2026-05-03T10:35:25,1974-08-20,https://i.scdn.co/image/ab67616d00001e0221f30a269efd534c28c2e8a3,398467,Progressive Rock/Krautrock/Avant-garde
2gK9dAy6TgeOYvdlspWbdU,0HoF3Ir1IYbIkvrxXrLGOB,7AC976RDJzL2asmZuz7qil,Into the Lens,Yes,Drama (Deluxe Edition),2026-05-03T10:35:25,1980-08-22,https://i.scdn.co/image/ab67616d00001e023f24e7835055139eb7b3a4c8,512333,Progressive Rock/Art Rock/Aor
6rbLGESJIt0IdCWcrXtrFK,1Apj3GZ0D7l94CFA5qInjr,4RuYtHjAKBufQRqBUMiOfK,L'Evoluzione,Banco Del Mutuo Soccorso,Darwin (1991 Edition),2026-05-03T10:35:25,1972,https://i.scdn.co/image/ab67616d00001e02e444bb93262f5b95d3cc6db3,1006400,Progressive Rock/Italian Singer-songwriter/Art Rock
1C7gBAgpedexfZgGFw0XoB,7BCKqUPSw6Y3Ih5Pk7otGY,7AC976RDJzL2asmZuz7qil,Sound Chaser - Single Edit,Yes,Yessingles,2026-05-03T10:35:25,2023-10-06,https://i.scdn.co/image/ab67616d00001e02c22b0428fad43539183acc15,189533,Progressive Rock/Art Rock/Aor
1d6WoMWzq2YTfGxUP94Rgy,6vUUBFECAo0oLUWfjqmXtZ,1MD5pgVzlusqGyuSTcTxvu,Bandiera Bianca,Premiata Forneria Marconi,Live In Japan 2002,2026-05-03T10:35:25,2002-05-21,https://i.scdn.co/image/ab67616d00001e0216660bdee4d8da89c5f6a2c3,241826,Progressive Rock/Italian Singer-songwriter/Art Rock
3fCM5oy8dWngCNyGkGnVcD,41sJTFyarp4aKHcTGjIKnU,1yTEkYjWeeo4ANkbvUTiFG,Andy Nogger,Kraan,Andy Nogger,2026-05-03T10:35:25,1974-01-01,https://i.scdn.co/image/ab67616d00001e02f47c72a7afdc181e134220d0,228800,Krautrock/Progressive Rock/Space Rock/Jazz Fusion
0YfCp9A9yqeITGsOwVyi51,7M2EhhKnJYcmluPNzmB35N,4P70aqttdpJ9vuYFDmf7f6,Main Sequence,Vangelis,Albedo 0.39,2026-05-03T08:50:31,1976,https://i.scdn.co/image/ab67616d00001e02c867681ddaff9580f6d2b81b,489840,New Age
4K3cElW740S6w5wbjBjRbt,59eHxfqvwJyXhJGGtORaHv,4lianjyuR1tqf6oUX8kjrZ,Up Patriots To Arms - Remastered 2008,Franco Battiato,Patriots (2008 Remastered Edition),2026-05-03T08:02:36,1980,https://i.scdn.co/image/ab67616d00001e02d1e5321a2830ec6db93a26cb,305266,Italian Singer-songwriter/Singer-songwriter
1d6WoMWzq2YTfGxUP94Rgy,6vUUBFECAo0oLUWfjqmXtZ,1MD5pgVzlusqGyuSTcTxvu,Bandiera Bianca,Premiata Forneria Marconi,Live In Japan 2002,2026-05-03T07:57:35,2002-05-21,https://i.scdn.co/image/ab67616d00001e0216660bdee4d8da89c5f6a2c3,241826,Progressive Rock/Italian Singer-songwriter/Art Rock
3pwyjVeH54ghyHkDTWUUZI,2FJaS5kootX9CkS4DxL2eW,02frazNrWgZCxUEf4UTfHt,Pilgrims - 2005 Digital Remaster,Van Der Graaf Generator,Still Life,2026-05-03T07:50:36,1976,https://i.scdn.co/image/ab67616d00001e02223d126ac8d37456910cd61b,431786,Progressive Rock/Art Rock/Krautrock/Space Rock
7oITpghqeYM0RfRK17efLY,7F6dgfm0QnJvDAXux6spJq,1MD5pgVzlusqGyuSTcTxvu,Cyber Alpha,Premiata Forneria Marconi,Stati Di Immaginazione,2026-05-03T07:43:10,2006-08-04,https://i.scdn.co/image/ab67616d00001e02477d123fdb82b6e66c170696,268146,Progressive Rock/Italian Singer-songwriter/Art Rock
3RpQJrHPISBYkIYaoL4leS,4ttC4XUinZXn3GMIQNrjFZ,7M1FPw29m5FbicYzS2xdpi,Lament,King Crimson,Starless And Bible Black,2026-05-03T06:42:09,1974-03-29,https://i.scdn.co/image/ab67616d00001e02ebb799f3ca90f59bd04f6a72,245318,Progressive Rock/Art Rock/Psychedelic Rock
04c3ZTgTH5ci7LuNSx7Wje,20dTbQRkxuOTkf3SFyaT2m,7M1FPw29m5FbicYzS2xdpi,Thela Hun Ginjeet,King Crimson,Discipline,2026-05-03T06:37:39,1981-09-22,https://i.scdn.co/image/ab67616d00001e02ff2d2448a42a43c281b6f556,386520,Progressive Rock/Art Rock/Psychedelic Rock
6yhGgwT0IxUt5yG19GDKn0,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,In Principio,Logos,L'enigma Della Vita,2026-05-03T06:31:09,2014-04-25,https://i.scdn.co/image/ab67616d00001e024a068365405d564e386b556d,687373,Progressive Rock/Art Rock
4PCwwYtVKob3Xhe4mQ6TFl,6NiJ8vCXUZoeqUIyhUDNZX,45Utoxop3UFq0Qg9YFLhx0,La Porta Chiusa,Le Orme,Uomo Di Pezza,2026-05-03T06:12:37,1972-01-01,https://i.scdn.co/image/ab67616d00001e027a91ff106b8756c8ad5e7d8f,450826,Progressive Rock/Italian Singer-songwriter
6mCjrBuLeqdZzvowLBQeJp,59GiU04zZYyxM3HQrunKlF,7K2LDhsZ8A4LKlLPPpcKFS,In the Stable of the Sphinx,East Of Eden,Mercator Projected,2026-05-03T06:05:07,1969-09-01,https://i.scdn.co/image/ab67616d00001e020e3deb02fca5819937c5b031,510386,Progressive Rock/Krautrock/Acid Rock
3nhQ0t5o70uHAzEgYDedX2,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Man-Erg - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-03T05:56:07,1971-10-05,https://i.scdn.co/image/ab67616d00001e02527ee3d75970c28541f81b50,619800,Progressive Rock/Art Rock/Krautrock/Space Rock
0O9dtCsMTsVIo0tF8AVJQ5,3nkLkuSpD5bMzG1ibkJw5N,4RuYtHjAKBufQRqBUMiOfK,La discesa dal treno,Banco Del Mutuo Soccorso,Transiberiana (Bonus Tracks Version),2026-05-03T05:46:07,2019-05-10,https://i.scdn.co/image/ab67616d00001e02f5dfdef9df37764833f4ae01,375225,Progressive Rock/Italian Singer-songwriter/Art Rock
6rbLGESJIt0IdCWcrXtrFK,1Apj3GZ0D7l94CFA5qInjr,4RuYtHjAKBufQRqBUMiOfK,L'Evoluzione,Banco Del Mutuo Soccorso,Darwin (1991 Edition),2026-05-03T05:39:41,1972,https://i.scdn.co/image/ab67616d00001e02e444bb93262f5b95d3cc6db3,1006400,Progressive Rock/Italian Singer-songwriter/Art Rock
6eUnY12Nd9TVWlbBnFQRCw,6wI2sLcBmYzYQd9LFfkbhy,2CqEOngQOOMstJupNn6Hmf,Hallogallo,NEU!,NEU!,2026-05-03T05:22:37,1972-03-01,https://i.scdn.co/image/ab67616d00001e02e218e5bb293414382e04d84c,607426,Krautrock/Proto-punk/Space Rock/Art Rock/Avant-garde
702IsRAE5re0e7eBwf0LXl,1NeJ0QqKv002iYDiOCaUOA,1MD5pgVzlusqGyuSTcTxvu,Geranio,Premiata Forneria Marconi,Per Un Amico,2026-05-03T05:12:38,1972,https://i.scdn.co/image/ab67616d00001e025fd82bdfb64208932d8b7bf7,484000,Progressive Rock/Italian Singer-songwriter/Art Rock
26oHuX40kl6CbJOE2fYzp2,5KlxVQrxfXom4ttbE6trkc,3UtSTTCQ0EMUQxmsfZ3Px1,Vivaldi,Curved Air,Air Conditioning,2026-05-03T00:45:57,2005-01-01,https://i.scdn.co/image/ab67616d00001e02a3d71566b5f961566e626dd9,450560,Progressive Rock/Art Rock/Krautrock
7JYDQK92DhsXpynZ2kkXfs,36EzzM52hSYnWYwsdrWPGG,6o2PxnpsrQ352kwYlEwjvR,La Mela Di Odessa,Area,Crac!,2026-05-03T00:37:57,1974-08-20,https://i.scdn.co/image/ab67616d00001e0221f30a269efd534c28c2e8a3,398467,Progressive Rock/Krautrock/Avant-garde
54VkF8s3BevKAX0JSwuf0O,30OBaYcCeQ71rdVWSpbTgC,7B9i94mmRUGH35kAyuUEDD,Starship Trooper/ Wurm,"Anderson, Squire, Howe",Tales Of Future And Past,2026-05-03T00:33:28,2001,https://i.scdn.co/image/ab67616d00001e0221abc35447440ad3a552fd3a,741960,
3RsiyFNrYlv16OWY1BHMmx,51pz4wvc0BPtjnGCWjxX91,1MD5pgVzlusqGyuSTcTxvu,Dove... quando... - II Parte,Premiata Forneria Marconi,Storia Di Un Minuto,2026-05-03T00:28:27,1972,https://i.scdn.co/image/ab67616d00001e02270d0ba6ae3e50d4b1e76415,361053,Progressive Rock/Italian Singer-songwriter/Art Rock
6eUnY12Nd9TVWlbBnFQRCw,6wI2sLcBmYzYQd9LFfkbhy,2CqEOngQOOMstJupNn6Hmf,Hallogallo,NEU!,NEU!,2026-05-03T00:22:27,1972-03-01,https://i.scdn.co/image/ab67616d00001e02e218e5bb293414382e04d84c,607426,Krautrock/Proto-punk/Space Rock/Art Rock/Avant-garde
131RAB9EVFAq5k38sLk1LG,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,La Bomba (Stop Apartheid World-Wide),NEU!,NEU!,2026-05-03T00:11:33,2010-05-07,https://i.scdn.co/image/ab67616d00001e023ed258c50794a90b4ca6c092,330093,Krautrock/Proto-punk/Space Rock/Art Rock/Avant-garde
47sJPdCkjVfLJWBFhwJiuE,20dTbQRkxuOTkf3SFyaT2m,7M1FPw29m5FbicYzS2xdpi,The Sheltering Sky,King Crimson,Discipline,2026-05-04T05:01:11,1981-09-22,https://i.scdn.co/image/ab67616d00001e02ff2d2448a42a43c281b6f556,502480,Progressive Rock/Art Rock/Psychedelic Rock
6PnG9i1lpihdIBHHFg0M6Y,6RjHOFz283XfJ7o7RwqaIT,5U16QlMnlSAhkQxBZpLyLO,Mr Evasion,The Pretty Things,S.F. Sorrow,2026-05-04T04:52:41,1968-12,https://i.scdn.co/image/ab67616d00001e0245cf1c7fbf50c56b23965af6,210333,Psychedelic Rock/Acid Rock/Proto-punk/Garage Rock
0lUBWPZWiGQEKNzayTCpxT,4RD4REp6RE2kVZ96Uf1TgB,4lianjyuR1tqf6oUX8kjrZ,Sequenze E Frequenze - Live 1988 / Remastered 2020,Franco Battiato,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),2026-05-04T04:49:11,1989,https://i.scdn.co/image/ab67616d00001e02554a20c25a51b6d57c2d489d,425120,Italian Singer-songwriter/Singer-songwriter
7FCYhTAkaNIqO2NWAi2J2a,7cLNFRklt2EupipdILxJc7,7nQZVqkaUxa3A62UJSisSB,Libero pensatore,La coscienza di Zeno,La notte anche di giorno,2026-05-04T04:42:11,2015-01-31,https://i.scdn.co/image/ab67616d00001e02712e0a8ec193b8071bb528e4,311880,Progressive Rock
26oHuX40kl6CbJOE2fYzp2,5KlxVQrxfXom4ttbE6trkc,3UtSTTCQ0EMUQxmsfZ3Px1,Vivaldi,Curved Air,Air Conditioning,2026-05-04T04:37:11,2005-01-01,https://i.scdn.co/image/ab67616d00001e02a3d71566b5f961566e626dd9,450560,Progressive Rock/Art Rock/Krautrock
75gb1H0F5IumlnwhjnB08B,2JyNDhGhp0hiizSPuUs0i9,67ea9eGLXYMsO2eYQRui3w,Rael - Pt.1 & Pt.2,The Who,The Who Sell Out (Super Deluxe),2026-05-04T04:29:41,2021-04-23,https://i.scdn.co/image/ab67616d00001e0234894946601823e27fc08538,338826,Classic Rock/Rock
7JYDQK92DhsXpynZ2kkXfs,36EzzM52hSYnWYwsdrWPGG,6o2PxnpsrQ352kwYlEwjvR,La Mela Di Odessa,Area,Crac!,2026-05-04T04:23:41,1974-08-20,https://i.scdn.co/image/ab67616d00001e0221f30a269efd534c28c2e8a3,398467,Progressive Rock/Krautrock/Avant-garde
3RpQJrHPISBYkIYaoL4leS,4ttC4XUinZXn3GMIQNrjFZ,7M1FPw29m5FbicYzS2xdpi,Lament,King Crimson,Starless And Bible Black,2026-05-04T04:17:11,1974-03-29,https://i.scdn.co/image/ab67616d00001e02ebb799f3ca90f59bd04f6a72,245318,Progressive Rock/Art Rock/Psychedelic Rock
4UhB17vQsTP0qM9grc4ZUi,6wDCNTOXnKI8E4WrsdeJH9,1CD77o9fbdyQFrHnUPUEsF,Empty Pages - Remastered 2010,Traffic,John Barleycorn Must Die Deluxe Edition,2026-05-04T04:13:11,1970-07-01,https://i.scdn.co/image/ab67616d00001e0242e2ef73391504cb40c95fd6,274680,Psychedelic Rock/Acid Rock/Classic Rock/Progressive Rock
1d6WoMWzq2YTfGxUP94Rgy,6vUUBFECAo0oLUWfjqmXtZ,1MD5pgVzlusqGyuSTcTxvu,Bandiera Bianca,Premiata Forneria Marconi,Live In Japan 2002,2026-05-04T04:08:41,2002-05-21,https://i.scdn.co/image/ab67616d00001e0216660bdee4d8da89c5f6a2c3,241826,Progressive Rock/Italian Singer-songwriter/Art Rock
7m6T2wUj2CWjKkMbv42ZEo,2bG4ZJ2X6pUwOqPgk7Mgrg,1SQRv42e4PjEYfPhS0Tk9E,Shangri-La (2019 Remaster),The Kinks,Arthur or the Decline and Fall of the British Empire (Deluxe),2026-05-04T04:04:41,1969-10-10,https://i.scdn.co/image/ab67616d00001e0262f88cd2951c501d98a6944b,320527,Proto-punk/Baroque Pop
54VkF8s3BevKAX0JSwuf0O,30OBaYcCeQ71rdVWSpbTgC,7B9i94mmRUGH35kAyuUEDD,Starship Trooper/ Wurm,"Anderson, Squire, Howe",Tales Of Future And Past,2026-05-04T03:59:11,2001,https://i.scdn.co/image/ab67616d00001e0221abc35447440ad3a552fd3a,741960,
0O9dtCsMTsVIo0tF8AVJQ5,3nkLkuSpD5bMzG1ibkJw5N,4RuYtHjAKBufQRqBUMiOfK,La discesa dal treno,Banco Del Mutuo Soccorso,Transiberiana (Bonus Tracks Version),2026-05-04T03:46:41,2019-05-10,https://i.scdn.co/image/ab67616d00001e02f5dfdef9df37764833f4ae01,375225,Progressive Rock/Italian Singer-songwriter/Art Rock
0VLETiR8ft4wZHlCQf3UAf,2DZEwt8Lhz6PuqxsJWF7Ap,3Uz6jx81OY2J5K8Z4wmy2P,Freefall,Camel,Mirage,2026-05-04T03:40:41,1974-01-01,https://i.scdn.co/image/ab67616d00001e0211537abd008a150b3f88dcaf,352853,Progressive Rock/Art Rock/Space Rock/Psychedelic Rock/Krautrock
1C7gBAgpedexfZgGFw0XoB,7BCKqUPSw6Y3Ih5Pk7otGY,7AC976RDJzL2asmZuz7qil,Sound Chaser - Single Edit,Yes,Yessingles,2026-05-04T03:34:41,2023-10-06,https://i.scdn.co/image/ab67616d00001e02c22b0428fad43539183acc15,189533,Progressive Rock/Art Rock/Aor
5pLqf7TEvDr4QvOeLPUBQU,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,Cara Sin Cruz,Mezquita,Califas del Rock,2026-05-04T03:30:17,1981-08-10,https://i.scdn.co/image/ab67616d00001e02c1b835ef6d2111162da35896,189173,Progressive Rock
0C1zYfc9awIJGuFV1vRrdi,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,Mente de Mi Subconsciente,Mezquita,Califas del Rock,2026-05-04T01:20:59,1981-08-10,https://i.scdn.co/image/ab67616d00001e02c1b835ef6d2111162da35896,203000,Progressive Rock
04C3eRaNUMdAnt7CAJ01Gi,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,La Ultima Juerga,Mezquita,Califas del Rock,2026-05-04T01:17:30,1981-08-10,https://i.scdn.co/image/ab67616d00001e02c1b835ef6d2111162da35896,317666,Progressive Rock
0fkiEfMOMVcEJtIHVanPic,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,Aguas del Guadalquivir,Mezquita,Califas del Rock,2026-05-04T01:11:59,1981-08-10,https://i.scdn.co/image/ab67616d00001e02c1b835ef6d2111162da35896,249493,Progressive Rock
16q0i1YK2y41gMeJrBFXnv,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,Así Soy Yo,Mezquita,Califas del Rock,2026-05-04T01:07:59,1981-08-10,https://i.scdn.co/image/ab67616d00001e02c1b835ef6d2111162da35896,236240,Progressive Rock
3o4fe9BKgqNE9ZodFat9d7,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,Cuentos Arabes,Mezquita,Califas del Rock,2026-05-04T01:03:59,1981-08-10,https://i.scdn.co/image/ab67616d00001e02c1b835ef6d2111162da35896,211666,Progressive Rock
5u9lMPTlPZznzjFFh5ZdeX,4irlewoGTUPndEinKcavLF,02frazNrWgZCxUEf4UTfHt,Arrow - 2005 Digital Remaster,Van Der Graaf Generator,Godbluff,2026-05-03T23:04:06,1975,https://i.scdn.co/image/ab67616d00001e024327d90040184b2462dced76,587826,Progressive Rock/Art Rock/Krautrock/Space Rock
7f79xfhkMFJrDt42o9BfyD,1n6mujGDmusUYHfuFtZZvJ,02frazNrWgZCxUEf4UTfHt,Lost - Remastered 2021,Van Der Graaf Generator,"H To He, Who Am The Only One (Deluxe)",2026-05-03T20:35:00,1970-12-05,https://i.scdn.co/image/ab67616d00001e02fda0f0767cd77b621ad43902,671040,Progressive Rock/Art Rock/Krautrock/Space Rock
12BSffsg97h51TlEcwXKTr,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,A Plague Of Lighthouse Keepers - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-03T20:21:48,1971-10-05,https://i.scdn.co/image/ab67616d00001e02527ee3d75970c28541f81b50,1384160,Progressive Rock/Art Rock/Krautrock/Space Rock
3nhQ0t5o70uHAzEgYDedX2,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Man-Erg - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-03T19:59:00,1971-10-05,https://i.scdn.co/image/ab67616d00001e02527ee3d75970c28541f81b50,619800,Progressive Rock/Art Rock/Krautrock/Space Rock
5OJCbL1RVFYSw07C9e0QUS,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Lemmings (Including Cog) - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-03T19:48:30,1971-10-05,https://i.scdn.co/image/ab67616d00001e02527ee3d75970c28541f81b50,696520,Progressive Rock/Art Rock/Krautrock/Space Rock
0TMKja08JBRFwkdpl9IpI3,1n6mujGDmusUYHfuFtZZvJ,02frazNrWgZCxUEf4UTfHt,Killer - Remastered 2021,Van Der Graaf Generator,"H To He, Who Am The Only One (Deluxe)",2026-05-03T19:36:32,1970-12-05,https://i.scdn.co/image/ab67616d00001e02fda0f0767cd77b621ad43902,498040,Progressive Rock/Art Rock/Krautrock/Space Rock
0Rumj64tAP1jhImDkzple6,3oUXNITVgUpdN2cUwH3hmS,0ifzzRKdmtgaHy9cfnnyCR,Focus II,Focus,Moving Waves,2026-05-03T19:28:30,1971,https://i.scdn.co/image/ab67616d00001e027d9ab0d82ab62be45e1b00fb,243666,Progressive Rock/Nederpop/Art Rock
5qmlexKxaI31MvFhObUCZm,68W3ppXWhsOLOURmxzRkyA,7M1FPw29m5FbicYzS2xdpi,The Devils Triangle,King Crimson,In The Wake Of Poseidon,2026-05-03T19:24:00,1970-05-15,https://i.scdn.co/image/ab67616d00001e02df0ca9c1749f68f803f9f42b,697023,Progressive Rock/Art Rock/Psychedelic Rock
6yhGgwT0IxUt5yG19GDKn0,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,In Principio,Logos,L'enigma Della Vita,2026-05-03T19:12:30,2014-04-25,https://i.scdn.co/image/ab67616d00001e024a068365405d564e386b556d,687373,Progressive Rock/Art Rock
4NAP1NmknfmMkKuDi4fhxI,1uXol4dKqzMsUiqvHpwhZh,7AC976RDJzL2asmZuz7qil,Siberian Khatru - 2025 Remaster,Yes,Close to the Edge (Super Deluxe Edition),2026-05-03T19:01:00,1972-09-08,https://i.scdn.co/image/ab67616d00001e02593f4d2b1bcf28ac44459ddf,537373,Progressive Rock/Art Rock/Aor
54VkF8s3BevKAX0JSwuf0O,30OBaYcCeQ71rdVWSpbTgC,7B9i94mmRUGH35kAyuUEDD,Starship Trooper/ Wurm,"Anderson, Squire, Howe",Tales Of Future And Past,2026-05-03T18:52:00,2001,https://i.scdn.co/image/ab67616d00001e0221abc35447440ad3a552fd3a,741960,
6nl0oUn7TlqoUc59BOG0XS,1dbVSQR5jcw5rdngMyA3d8,7M1FPw29m5FbicYzS2xdpi,Neurotica,King Crimson,The Condensed 21st Century Guide To King Crimson (1969 - 2003),2026-05-03T18:39:30,2006-10-16,https://i.scdn.co/image/ab67616d00001e02e0d2d12a833288b2ecc09c9d,290026,Progressive Rock/Art Rock/Psychedelic Rock
6YmnF4T8NFadmlIbF6yGjB,0HoF3Ir1IYbIkvrxXrLGOB,7AC976RDJzL2asmZuz7qil,Tempus Fugit,Yes,Drama (Deluxe Edition),2026-05-03T18:34:30,1980-08-22,https://i.scdn.co/image/ab67616d00001e023f24e7835055139eb7b3a4c8,315426,Progressive Rock/Art Rock/Aor
6GQAYT0AssRfoGWWrD1UvW,0QXX3eaggwqZXkHJ1zwaGC,31oFtS8VXHkm8YVypYsw89,Ara Buza (Dame Un Beso) - Remasterizado,Mezquita,Recuerdos De Mi Tierra (Remasterizado 2023),2026-05-03T18:24:03,1979,https://i.scdn.co/image/ab67616d00001e024b7d6f1369f283f4dfc73813,274226,Progressive Rock
34RWVJloaUCdCe9EYMH9ms,0QXX3eaggwqZXkHJ1zwaGC,31oFtS8VXHkm8YVypYsw89,Desde Que Somos Dos - Remasterizado,Mezquita,Recuerdos De Mi Tierra (Remasterizado 2023),2026-05-03T17:00:20,1979,https://i.scdn.co/image/ab67616d00001e024b7d6f1369f283f4dfc73813,347053,Progressive Rock
19GTGG1v14wOISts5UNUr3,0QXX3eaggwqZXkHJ1zwaGC,31oFtS8VXHkm8YVypYsw89,El Bizco De Los Patios - Remasterizado,Mezquita,Recuerdos De Mi Tierra (Remasterizado 2023),2026-05-03T16:54:20,1979,https://i.scdn.co/image/ab67616d00001e024b7d6f1369f283f4dfc73813,260519,Progressive Rock
7vYZU6UBqScL7BKFVIYOAk,0QXX3eaggwqZXkHJ1zwaGC,31oFtS8VXHkm8YVypYsw89,Recuerdos De Mi Tierra - Remasterizado,Mezquita,Recuerdos De Mi Tierra (Remasterizado 2023),2026-05-03T16:50:20,1979,https://i.scdn.co/image/ab67616d00001e024b7d6f1369f283f4dfc73813,466226,Progressive Rock
4m1NnqNTUbXO0YDuFPJqJf,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Recuerdos de una noche - En directo 1975,Triana,El patio 40 Aniversario,2026-05-03T16:41:51,2015-04-28,https://i.scdn.co/image/ab67616d00001e02a97a230cff27c947617b5a27,284066,Flamenco/Flamenco Pop/Progressive Rock
6KrB5mFP48CLaiWHFwDYz0,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Todo es de color,Triana,El patio 40 Aniversario,2026-05-03T16:36:51,2015-04-28,https://i.scdn.co/image/ab67616d00001e02a97a230cff27c947617b5a27,124253,Flamenco/Flamenco Pop/Progressive Rock
5aQmBlkey0rhOa92rVvot2,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,En el lago,Triana,El patio 40 Aniversario,2026-05-03T16:34:50,2015-04-28,https://i.scdn.co/image/ab67616d00001e02a97a230cff27c947617b5a27,395320,Flamenco/Flamenco Pop/Progressive Rock
1HqenWFPNXGLnp2ge0D8Dw,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Diálogo,Triana,El patio 40 Aniversario,2026-05-03T16:28:20,2015-04-28,https://i.scdn.co/image/ab67616d00001e02a97a230cff27c947617b5a27,271133,Flamenco/Flamenco Pop/Progressive Rock
