index,track_id,album_id,artist_id,track,artist,album_name,played_at,duration_ms,plays,dt,unique_days_score,track_score
105,702IsRAE5re0e7eBwf0LXl,1NeJ0QqKv002iYDiOCaUOA,1MD5pgVzlusqGyuSTcTxvu,Geranio,Premiata Forneria Marconi,Per Un Amico,2026-05-03T05:12:38,484000,3,2026-05-03,4.5,10.73
106,26oHuX40kl6CbJOE2fYzp2,5KlxVQrxfXom4ttbE6trkc,3UtSTTCQ0EMUQxmsfZ3Px1,Vivaldi,Curved Air,Air Conditioning,2026-05-03T00:45:57,450560,4,2026-05-03,6.0,13.44
107,7JYDQK92DhsXpynZ2kkXfs,36EzzM52hSYnWYwsdrWPGG,6o2PxnpsrQ352kwYlEwjvR,La Mela Di Odessa,Area,Crac!,2026-05-03T00:37:57,398467,4,2026-05-03,3.0,10.32
108,54VkF8s3BevKAX0JSwuf0O,30OBaYcCeQ71rdVWSpbTgC,7B9i94mmRUGH35kAyuUEDD,Starship Trooper/ Wurm,"Anderson, Squire, Howe",Tales Of Future And Past,2026-05-03T00:33:28,741960,6,2026-05-03,4.5,14.82
109,3RsiyFNrYlv16OWY1BHMmx,51pz4wvc0BPtjnGCWjxX91,1MD5pgVzlusqGyuSTcTxvu,Dove... quando... - II Parte,Premiata Forneria Marconi,Storia Di Un Minuto,2026-05-03T00:28:27,361053,2,2026-05-03,3.0,7.57
110,6eUnY12Nd9TVWlbBnFQRCw,6wI2sLcBmYzYQd9LFfkbhy,2CqEOngQOOMstJupNn6Hmf,Hallogallo,NEU!,NEU!,2026-05-03T00:22:27,607426,5,2026-05-03,4.5,13.44
111,131RAB9EVFAq5k38sLk1LG,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,La Bomba (Stop Apartheid World-Wide),NEU!,NEU!,2026-05-03T00:11:33,330093,1,2026-05-03,1.5,4.37
112,47sJPdCkjVfLJWBFhwJiuE,20dTbQRkxuOTkf3SFyaT2m,7M1FPw29m5FbicYzS2xdpi,The Sheltering Sky,King Crimson,Discipline,2026-05-04T05:01:11,502480,4,2026-05-04,6.0,13.54
113,6PnG9i1lpihdIBHHFg0M6Y,6RjHOFz283XfJ7o7RwqaIT,5U16QlMnlSAhkQxBZpLyLO,Mr Evasion,The Pretty Things,S.F. Sorrow,2026-05-04T04:52:41,210333,2,2026-05-04,3.0,7.08
114,0lUBWPZWiGQEKNzayTCpxT,4RD4REp6RE2kVZ96Uf1TgB,4lianjyuR1tqf6oUX8kjrZ,Sequenze E Frequenze - Live 1988 / Remastered 2020,Franco Battiato,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),2026-05-04T04:49:11,425120,3,2026-05-04,4.5,10.6
115,7FCYhTAkaNIqO2NWAi2J2a,7cLNFRklt2EupipdILxJc7,7nQZVqkaUxa3A62UJSisSB,Libero pensatore,La coscienza di Zeno,La notte anche di giorno,2026-05-04T04:42:11,311880,1,2026-05-04,1.5,4.32
116,26oHuX40kl6CbJOE2fYzp2,5KlxVQrxfXom4ttbE6trkc,3UtSTTCQ0EMUQxmsfZ3Px1,Vivaldi,Curved Air,Air Conditioning,2026-05-04T04:37:11,450560,4,2026-05-04,6.0,13.44
117,75gb1H0F5IumlnwhjnB08B,2JyNDhGhp0hiizSPuUs0i9,67ea9eGLXYMsO2eYQRui3w,Rael - Pt.1 & Pt.2,The Who,The Who Sell Out (Super Deluxe),2026-05-04T04:29:41,338826,3,2026-05-04,4.5,10.39
118,7JYDQK92DhsXpynZ2kkXfs,36EzzM52hSYnWYwsdrWPGG,6o2PxnpsrQ352kwYlEwjvR,La Mela Di Odessa,Area,Crac!,2026-05-04T04:23:41,398467,4,2026-05-04,3.0,10.32
119,3RpQJrHPISBYkIYaoL4leS,4ttC4XUinZXn3GMIQNrjFZ,7M1FPw29m5FbicYzS2xdpi,Lament,King Crimson,Starless And Bible Black,2026-05-04T04:17:11,245318,3,2026-05-04,4.5,10.09
120,4UhB17vQsTP0qM9grc4ZUi,6wDCNTOXnKI8E4WrsdeJH9,1CD77o9fbdyQFrHnUPUEsF,Empty Pages - Remastered 2010,Traffic,John Barleycorn Must Die Deluxe Edition,2026-05-04T04:13:11,274680,2,2026-05-04,3.0,7.32
121,1d6WoMWzq2YTfGxUP94Rgy,6vUUBFECAo0oLUWfjqmXtZ,1MD5pgVzlusqGyuSTcTxvu,Bandiera Bianca,Premiata Forneria Marconi,Live In Japan 2002,2026-05-04T04:08:41,241826,5,2026-05-04,4.5,12.55
122,7m6T2wUj2CWjKkMbv42ZEo,2bG4ZJ2X6pUwOqPgk7Mgrg,1SQRv42e4PjEYfPhS0Tk9E,Shangri-La (2019 Remaster),The Kinks,Arthur or the Decline and Fall of the British Empire (Deluxe),2026-05-04T04:04:41,320527,3,2026-05-04,4.5,10.33
123,54VkF8s3BevKAX0JSwuf0O,30OBaYcCeQ71rdVWSpbTgC,7B9i94mmRUGH35kAyuUEDD,Starship Trooper/ Wurm,"Anderson, Squire, Howe",Tales Of Future And Past,2026-05-04T03:59:11,741960,6,2026-05-04,4.5,14.82
124,0O9dtCsMTsVIo0tF8AVJQ5,3nkLkuSpD5bMzG1ibkJw5N,4RuYtHjAKBufQRqBUMiOfK,La discesa dal treno,Banco Del Mutuo Soccorso,Transiberiana (Bonus Tracks Version),2026-05-04T03:46:41,375225,3,2026-05-04,4.5,10.48
125,0VLETiR8ft4wZHlCQf3UAf,2DZEwt8Lhz6PuqxsJWF7Ap,3Uz6jx81OY2J5K8Z4wmy2P,Freefall,Camel,Mirage,2026-05-04T03:40:41,352853,3,2026-05-04,3.0,8.93
126,1C7gBAgpedexfZgGFw0XoB,7BCKqUPSw6Y3Ih5Pk7otGY,7AC976RDJzL2asmZuz7qil,Sound Chaser - Single Edit,Yes,Yessingles,2026-05-04T03:34:41,189533,2,2026-05-04,3.0,6.99
127,5pLqf7TEvDr4QvOeLPUBQU,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,Cara Sin Cruz,Mezquita,Califas del Rock,2026-05-04T03:30:17,189173,1,2026-05-04,1.5,3.92
128,0C1zYfc9awIJGuFV1vRrdi,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,Mente de Mi Subconsciente,Mezquita,Califas del Rock,2026-05-04T01:20:59,203000,1,2026-05-04,1.5,3.98
129,04C3eRaNUMdAnt7CAJ01Gi,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,La Ultima Juerga,Mezquita,Califas del Rock,2026-05-04T01:17:30,317666,1,2026-05-04,1.5,4.34
130,0fkiEfMOMVcEJtIHVanPic,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,Aguas del Guadalquivir,Mezquita,Califas del Rock,2026-05-04T01:11:59,249493,1,2026-05-04,1.5,4.14
131,16q0i1YK2y41gMeJrBFXnv,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,Así Soy Yo,Mezquita,Califas del Rock,2026-05-04T01:07:59,236240,1,2026-05-04,1.5,4.1
132,3o4fe9BKgqNE9ZodFat9d7,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,Cuentos Arabes,Mezquita,Califas del Rock,2026-05-04T01:03:59,211666,2,2026-05-04,3.0,7.09
133,5u9lMPTlPZznzjFFh5ZdeX,4irlewoGTUPndEinKcavLF,02frazNrWgZCxUEf4UTfHt,Arrow - 2005 Digital Remaster,Van Der Graaf Generator,Godbluff,2026-05-03T23:04:06,587826,3,2026-05-03,4.5,10.91
134,7f79xfhkMFJrDt42o9BfyD,1n6mujGDmusUYHfuFtZZvJ,02frazNrWgZCxUEf4UTfHt,Lost - Remastered 2021,Van Der Graaf Generator,"H To He, Who Am The Only One (Deluxe)",2026-05-03T20:35:00,671040,1,2026-05-03,1.5,5.0
135,12BSffsg97h51TlEcwXKTr,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,A Plague Of Lighthouse Keepers - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-03T20:21:48,1384160,5,2026-05-03,7.5,17.259999999999998
136,3nhQ0t5o70uHAzEgYDedX2,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Man-Erg - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-03T19:59:00,619800,9,2026-05-03,9.0,22.54
137,5OJCbL1RVFYSw07C9e0QUS,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Lemmings (Including Cog) - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-03T19:48:30,696520,6,2026-05-03,7.5,17.759999999999998
138,0TMKja08JBRFwkdpl9IpI3,1n6mujGDmusUYHfuFtZZvJ,02frazNrWgZCxUEf4UTfHt,Killer - Remastered 2021,Van Der Graaf Generator,"H To He, Who Am The Only One (Deluxe)",2026-05-03T19:36:32,498040,3,2026-05-03,4.5,10.75
139,0Rumj64tAP1jhImDkzple6,3oUXNITVgUpdN2cUwH3hmS,0ifzzRKdmtgaHy9cfnnyCR,Focus II,Focus,Moving Waves,2026-05-03T19:28:30,243666,2,2026-05-03,3.0,7.21
140,5qmlexKxaI31MvFhObUCZm,68W3ppXWhsOLOURmxzRkyA,7M1FPw29m5FbicYzS2xdpi,The Devils Triangle,King Crimson,In The Wake Of Poseidon,2026-05-03T19:24:00,697023,4,2026-05-03,6.0,13.86
141,6yhGgwT0IxUt5yG19GDKn0,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,In Principio,Logos,L'enigma Della Vita,2026-05-03T19:12:30,687373,4,2026-05-03,4.5,12.35
142,4NAP1NmknfmMkKuDi4fhxI,1uXol4dKqzMsUiqvHpwhZh,7AC976RDJzL2asmZuz7qil,Siberian Khatru - 2025 Remaster,Yes,Close to the Edge (Super Deluxe Edition),2026-05-03T19:01:00,537373,3,2026-05-03,4.5,10.83
143,54VkF8s3BevKAX0JSwuf0O,30OBaYcCeQ71rdVWSpbTgC,7B9i94mmRUGH35kAyuUEDD,Starship Trooper/ Wurm,"Anderson, Squire, Howe",Tales Of Future And Past,2026-05-03T18:52:00,741960,6,2026-05-03,4.5,14.82
144,6nl0oUn7TlqoUc59BOG0XS,1dbVSQR5jcw5rdngMyA3d8,7M1FPw29m5FbicYzS2xdpi,Neurotica,King Crimson,The Condensed 21st Century Guide To King Crimson (1969 - 2003),2026-05-03T18:39:30,290026,2,2026-05-03,3.0,7.37
145,6YmnF4T8NFadmlIbF6yGjB,0HoF3Ir1IYbIkvrxXrLGOB,7AC976RDJzL2asmZuz7qil,Tempus Fugit,Yes,Drama (Deluxe Edition),2026-05-03T18:34:30,315426,2,2026-05-03,3.0,7.4399999999999995
146,6GQAYT0AssRfoGWWrD1UvW,0QXX3eaggwqZXkHJ1zwaGC,31oFtS8VXHkm8YVypYsw89,Ara Buza (Dame Un Beso) - Remasterizado,Mezquita,Recuerdos De Mi Tierra (Remasterizado 2023),2026-05-03T18:24:03,274226,1,2026-05-03,1.5,4.22
147,34RWVJloaUCdCe9EYMH9ms,0QXX3eaggwqZXkHJ1zwaGC,31oFtS8VXHkm8YVypYsw89,Desde Que Somos Dos - Remasterizado,Mezquita,Recuerdos De Mi Tierra (Remasterizado 2023),2026-05-03T17:00:20,347053,1,2026-05-03,1.5,4.41
148,19GTGG1v14wOISts5UNUr3,0QXX3eaggwqZXkHJ1zwaGC,31oFtS8VXHkm8YVypYsw89,El Bizco De Los Patios - Remasterizado,Mezquita,Recuerdos De Mi Tierra (Remasterizado 2023),2026-05-03T16:54:20,260519,1,2026-05-03,1.5,4.18
149,7vYZU6UBqScL7BKFVIYOAk,0QXX3eaggwqZXkHJ1zwaGC,31oFtS8VXHkm8YVypYsw89,Recuerdos De Mi Tierra - Remasterizado,Mezquita,Recuerdos De Mi Tierra (Remasterizado 2023),2026-05-03T16:50:20,466226,1,2026-05-03,1.5,4.67
150,4m1NnqNTUbXO0YDuFPJqJf,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Recuerdos de una noche - En directo 1975,Triana,El patio 40 Aniversario,2026-05-03T16:41:51,284066,1,2026-05-03,1.5,4.25
151,6KrB5mFP48CLaiWHFwDYz0,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Todo es de color,Triana,El patio 40 Aniversario,2026-05-03T16:36:51,124253,1,2026-05-03,1.5,3.62
152,5aQmBlkey0rhOa92rVvot2,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,En el lago,Triana,El patio 40 Aniversario,2026-05-03T16:34:50,395320,1,2026-05-03,1.5,4.529999999999999
153,1HqenWFPNXGLnp2ge0D8Dw,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Diálogo,Triana,El patio 40 Aniversario,2026-05-03T16:28:20,271133,1,2026-05-03,1.5,4.21
154,2VQ0jbAidysPBubypprThV,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Sé de un lugar,Triana,El patio 40 Aniversario,2026-05-03T16:23:51,429120,1,2026-05-03,1.5,4.6
155,3OkkbEpEUocDtiDjqC1CW0,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Recuerdos de una noche,Triana,El patio 40 Aniversario,2026-05-03T16:16:20,282400,1,2026-05-03,1.5,4.24
156,12aazepVJE48YobDCKI6E5,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Luminosa mañana,Triana,El patio 40 Aniversario,2026-05-03T16:11:50,240853,1,2026-05-03,1.5,4.11
157,3XZD0qEHYoCTnQe9ps8HeQ,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Abre la puerta,Triana,El patio 40 Aniversario,2026-05-03T16:07:51,590240,2,2026-05-03,3.0,8.03
158,5f565QK5b34kOGyQYvHXd6,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,KD,NEU!,NEU!,2026-05-03T15:53:21,115120,1,2026-05-03,1.5,3.5700000000000003
159,2N58c77aEhAPk1FigknwIc,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,November,NEU!,NEU!,2026-05-03T15:51:21,102933,1,2026-05-03,1.5,3.5
160,1Z1fqYVgMermcLcbSeLngr,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Good Life,NEU!,NEU!,2026-05-03T15:50:07,221573,1,2026-05-03,1.5,4.05
161,3p5NtypHWlGJutvA7iOfrd,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Vier ½,NEU!,NEU!,2026-05-03T15:45:50,61333,1,2026-05-03,1.5,3.2
162,73RVbX3YhvDYTSyrzKguSi,2U4JHXMiBxsKH4dnYEQg2g,7AC976RDJzL2asmZuz7qil,Parallels - 2003 Remaster,Yes,Going for the One (Deluxe Edition),2026-05-04T15:55:43,353906,3,2026-05-04,4.5,10.43
163,0VLETiR8ft4wZHlCQf3UAf,2DZEwt8Lhz6PuqxsJWF7Ap,3Uz6jx81OY2J5K8Z4wmy2P,Freefall,Camel,Mirage,2026-05-04T14:34:53,352853,3,2026-05-04,3.0,8.93
164,7JYDQK92DhsXpynZ2kkXfs,36EzzM52hSYnWYwsdrWPGG,6o2PxnpsrQ352kwYlEwjvR,La Mela Di Odessa,Area,Crac!,2026-05-04T14:28:54,398467,4,2026-05-04,3.0,10.32
165,3aPHB4pU4fPbPqcoSng1K0,4RD4REp6RE2kVZ96Uf1TgB,4lianjyuR1tqf6oUX8kjrZ,No U Turn - Live 1988 / Remastered 2020,Franco Battiato,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),2026-05-04T14:22:24,264133,3,2026-05-04,4.5,10.15
166,3nhQ0t5o70uHAzEgYDedX2,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Man-Erg - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T14:17:54,619800,9,2026-05-04,9.0,22.54
167,5ttK7WjqbTfeyeZVUKWJkF,1INPNU4BLdbKeLQqcYTGnx,0yNLKJebCb8Aueb54LYya3,Academic,New Order,Music Complete,2026-05-04T14:07:24,354866,1,2026-05-04,1.5,4.43
168,5uyJ7fbjk6xZzt5UL5jcQg,2ODAEaYlqS88SU4ZZu1bI6,0yNLKJebCb8Aueb54LYya3,True Faith - 2015 Remaster,New Order,Singles (2016 Remaster),2026-05-04T14:01:55,252053,1,2026-05-04,1.5,4.15
169,7HDWE2Ib7cjkhzULV4K8y3,0OWIVcNE4aItrlRvMUVueO,762310PdDnwsDxAQxzQkfX,It's No Good,Depeche Mode,Ultra (Deluxe),2026-05-04T13:57:24,358520,1,2026-05-04,1.5,4.4399999999999995
170,4xMIvU75BVq0UOB5fi7Vgb,0OWIVcNE4aItrlRvMUVueO,762310PdDnwsDxAQxzQkfX,Only When I Lose Myself - Single Version,Depeche Mode,Ultra (Deluxe),2026-05-04T13:51:24,274000,1,2026-05-04,1.5,4.22
171,4WoKuMjwJXuy9IqX6AH5JE,5wfikaEZXnQTXWBZ5osw9A,762310PdDnwsDxAQxzQkfX,People Are People,Depeche Mode,Some Great Reward (Deluxe),2026-05-04T13:46:58,231973,1,2026-05-04,1.5,4.08
172,6Rr6wXmEx6w6dsBuqqKJa3,0Tg76MY2wNK4j37iCb6qyH,762310PdDnwsDxAQxzQkfX,Halo,Depeche Mode,Violator (Deluxe),2026-05-04T13:46:36,270186,1,2026-05-04,1.5,4.21
173,1VEIMGVXj7713dHY9gZLyU,0Tg76MY2wNK4j37iCb6qyH,762310PdDnwsDxAQxzQkfX,Waiting for the Night,Depeche Mode,Violator (Deluxe),2026-05-04T13:46:19,367373,2,2026-05-04,3.0,7.58
174,5tb8T4WJ5SULuf8lNkVfEp,06we4RiGhODMsbAPWmogy2,762310PdDnwsDxAQxzQkfX,The Things You Said,Depeche Mode,Music for the Masses (Deluxe),2026-05-04T13:46:18,242893,1,2026-05-04,1.5,4.12
175,3EZVUewtbfJMuiu21SxRaH,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,A Plague Of Lighthouse Keepers - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T13:46:18,1397760,2,2026-05-04,3.0,8.86
176,2MEgNX56NePhc8o9jxmUXm,6x7S6u9Cx2S0JD48nPsavE,762310PdDnwsDxAQxzQkfX,Higher Love,Depeche Mode,Songs of Faith and Devotion (Deluxe),2026-05-04T13:46:17,356360,1,2026-05-04,1.5,4.4399999999999995
177,74jEbB6r3UkKhjIOcJjkVN,0toDuabaPv8Pa2KGI88eB7,0kbYTNQb4Pb1rPbbaF0pT4,Portia,Miles Davis,Tutu,2026-05-04T13:46:17,380133,1,2026-05-04,1.5,4.49
178,4u6tu5K2M4DvEdZXDGfzzd,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Theme One - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T13:46:17,190213,2,2026-05-04,3.0,6.99
179,5PtndrR1yYsj2BSoo89S6w,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Man-Erg - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T13:46:17,622533,4,2026-05-04,3.0,10.75
180,5yAcJtUiOFTdvePkHb4hs8,0Zp2eVzR9FW6lKX05lRpcu,762310PdDnwsDxAQxzQkfX,New Life,Depeche Mode,Speak and Spell (Deluxe),2026-05-04T13:46:17,224173,1,2026-05-04,1.5,4.0600000000000005
181,3mHj3cBY3bKYuMb3z0lRVS,0c2eDi1S58XzaqxwOC1FMZ,762310PdDnwsDxAQxzQkfX,Personal Jesus - Acoustic,Depeche Mode,"Violator | The 12"" Singles",2026-05-04T13:46:17,206708,1,2026-05-04,1.5,3.99
182,4QeEhsFQOJZye2FlRQcf7j,1Kn7Ds2UpJTdpBj7oweUh7,4lianjyuR1tqf6oUX8kjrZ,"Amore Che Vieni, Amore Che Val",Franco Battiato,Fleurs,2026-05-04T13:46:17,147680,1,2026-05-04,1.5,3.74
183,37uZo8Kg2vDcCkD2yA4YeT,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,W - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T13:46:16,275893,1,2026-05-04,1.5,4.22
184,1qkp9OvCk8FjeDdEd2bKQ6,7M2EhhKnJYcmluPNzmB35N,4P70aqttdpJ9vuYFDmf7f6,Alpha,Vangelis,Albedo 0.39,2026-05-04T10:47:14,344293,3,2026-05-04,4.5,10.4
185,3fCM5oy8dWngCNyGkGnVcD,41sJTFyarp4aKHcTGjIKnU,1yTEkYjWeeo4ANkbvUTiFG,Andy Nogger,Kraan,Andy Nogger,2026-05-04T08:47:11,228800,2,2026-05-04,3.0,7.15
186,1d6WoMWzq2YTfGxUP94Rgy,6vUUBFECAo0oLUWfjqmXtZ,1MD5pgVzlusqGyuSTcTxvu,Bandiera Bianca,Premiata Forneria Marconi,Live In Japan 2002,2026-05-04T08:43:11,241826,5,2026-05-04,4.5,12.55
187,54VkF8s3BevKAX0JSwuf0O,30OBaYcCeQ71rdVWSpbTgC,7B9i94mmRUGH35kAyuUEDD,Starship Trooper/ Wurm,"Anderson, Squire, Howe",Tales Of Future And Past,2026-05-04T08:39:11,741960,6,2026-05-04,4.5,14.82
188,54VkF8s3BevKAX0JSwuf0O,30OBaYcCeQ71rdVWSpbTgC,7B9i94mmRUGH35kAyuUEDD,Starship Trooper/ Wurm,"Anderson, Squire, Howe",Tales Of Future And Past,2026-05-04T08:27:28,741960,6,2026-05-04,4.5,14.82
189,5PtndrR1yYsj2BSoo89S6w,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Man-Erg - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T08:09:53,622533,4,2026-05-04,3.0,10.75
190,06A2v1vXdG6WISnC18RcbL,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Lemmings (Including Cog) - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T07:59:45,699866,2,2026-05-04,3.0,8.19
191,6rbLGESJIt0IdCWcrXtrFK,1Apj3GZ0D7l94CFA5qInjr,4RuYtHjAKBufQRqBUMiOfK,L'Evoluzione,Banco Del Mutuo Soccorso,Darwin (1991 Edition),2026-05-04T07:43:58,1006400,5,2026-05-04,6.0,15.440000000000001
192,4vpeKl0vMGdAXpZiQB2Dtd,6lPb7Eoon6QPbscWbMsk6a,2qFr8w5sWUITRlzZ9kZotF,White Rabbit,Jefferson Airplane,Surrealistic Pillow,2026-05-05T14:20:01,150640,1,2026-05-05,1.5,3.76
193,5FgQkEcqMXCqFdcsEx143b,2lWDphDAlgk8PNdODreJwv,2XhhAWeUOlrZnGOB7aKEI8,The Four Horsemen,Aphrodite's Child,6 6 6,2026-05-05T14:17:31,353426,2,2026-05-05,3.0,7.55
194,4M4Q3JLsUbyTkd5WHty1WB,0aqZJlugIkTUWW1sa4BANp,22bE4uQ6baNwSHPVcDxLCe,Wild Horses,The Rolling Stones,Hot Rocks 1964-1971,2026-05-05T14:11:32,342586,1,2026-05-05,1.5,4.4
195,1dpCISxLihabD2i6geppcA,5ZJrRUIm6apjER9MNU7QBJ,3CkvROUTQ6nRi9yQOcsB50,Pigeons,Genesis,Archive #2 (1976 - 1992),2026-05-05T14:05:44,193733,4,2026-05-05,4.5,11.129999999999999
196,6J0AjzrYsPZrQtw6IjErhy,4GLxEXWI3JiRKp6H7bfTIK,3IYUhFvPQItj6xySrBmZkd,Run Through The Jungle,Creedence Clearwater Revival,Cosmo's Factory (Expanded Edition),2026-05-05T14:02:32,184746,3,2026-05-05,3.0,8.33
197,5EWPGh7jbTNO2wakv8LjUI,6DExt1eX4lflLacVjHHbOs,4MVyzYMgTwdP7Z49wAZHx0,Free Bird,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,2026-05-05T13:59:31,547106,2,2026-05-05,3.0,7.96
198,5jgFfDIR6FR0gvlA56Nakr,1klALx0u4AavZNEvC4LrTL,3WrFJ7ztbogyGnTHbHJFl2,Blackbird - Remastered 2009,The Beatles,The Beatles (Remastered),2026-05-05T13:50:31,138386,2,2026-05-05,3.0,6.73
199,0MH7baopcs2vSSojpx99G2,5eOTf1CZgRvs3X3OtIxlwK,6o2PxnpsrQ352kwYlEwjvR,L'elefante bianco,Area,Crac!,2026-05-05T13:48:05,272320,1,2026-05-05,1.5,4.21
200,0UeKMKb98sqhKhbKYdCxf4,2Q5MwpTmtjscaS34mJFXQQ,22bE4uQ6baNwSHPVcDxLCe,The Spider And The Fly - Remastered 2002,The Rolling Stones,Out Of Our Heads,2026-05-05T13:43:31,218026,2,2026-05-05,3.0,7.109999999999999
201,6Wdj4fVCnjmeHKWw7PJveY,2s4Imr2HMS9Dk5Jp5AooTu,1MD5pgVzlusqGyuSTcTxvu,Pecore Elettriche - Italian version,Premiata Forneria Marconi,I Dreamed of Electric Sheep,2026-05-05T13:40:01,249853,3,2026-05-05,3.0,8.6
202,7bDiExjrKWLJbtHOg7g5cw,7ENQ5VEAlbbItHUL5qq9Wx,4TMHGUX5WI7OOm53PqSDAT,Bird Song,Grateful Dead,Live Albums Collection,2026-05-05T13:34:45,456520,2,2026-05-05,3.0,7.79
203,2z6pwfOc3v5v34b5T1N9dn,4QJ6TxU94ROZoXNro42def,4ejp2yEDQIIJIy0iFpoI5B,Paloma Ausente,Violeta Parra,El Folklore Y La Pasión,2026-05-05T13:02:01,194066,2,2026-05-05,3.0,7.01
204,0oiV2wyVxakBblsrY6j2NJ,4ysu41mUCLI21L8EwbwhTO,4RncsrNJ1GDGsFBIxI76L6,The Bird - Remastered,Jimmy Giuffre,"Music For People, Birds, Butterflies & Mosquitoes (Remastered)",2026-05-05T12:58:31,165342,1,2026-05-05,1.5,3.8200000000000003
205,3w0VwaqSx9y8fjNDHT62Ol,6o0u4pbxrUai7aPkizuzCp,1SQRv42e4PjEYfPhS0Tk9E,Animal Farm,The Kinks,The Kinks Are the Village Green Preservation Society,2026-05-05T12:56:01,180506,3,2026-05-05,4.5,9.81
206,63M8OHzd0lcVT517Pnon81,3IPhWIXHOAhS2npnq6FiCG,0k17h0D3J5VfsdmQ1iZtE9,Several Species of Small Furry Animals Gathered Together in a Cave and Grooving with a Pict,Pink Floyd,Ummagumma,2026-05-05T12:53:01,298426,4,2026-05-05,4.5,11.54
207,5xYC2ZJJ9TMJL8BOl85O2R,1gKZ5A1ndFqbcrWtW85cCy,3WrFJ7ztbogyGnTHbHJFl2,Hey Bulldog - Remastered 2009,The Beatles,Yellow Submarine (Remastered),2026-05-05T12:48:01,191306,2,2026-05-05,3.0,7.0
208,15l2kEwhZSsj01tZnNzyZ2,5dVZpNJraoqCo3BssinMoo,2x9SpqnPi8rlE9pjHBwmSC,Animals - 2005 Remaster,Talking Heads,Fear of Music (Deluxe Version),2026-05-05T12:44:32,210426,2,2026-05-05,3.0,7.08
